Epoch,Loss,Val Loss
1.0,54.26897430419922,24.446571350097656
2.0,22.221067428588867,20.18290138244629
3.0,19.69919776916504,19.023420333862305
4.0,18.919883728027344,18.39989471435547
5.0,18.360424041748047,17.904979705810547
6.0,17.977418899536133,17.429502487182617
7.0,17.482194900512695,17.39146614074707
8.0,17.02353858947754,16.76346778869629
9.0,16.529930114746094,17.06317710876465
10.0,16.043800354003906,15.907376289367676
11.0,15.5195894241333,15.398628234863281
12.0,15.144181251525879,15.759151458740234
13.0,14.781059265136719,14.6289701461792
14.0,14.371786117553711,14.8971529006958
15.0,14.05704402923584,14.053977012634277
16.0,13.812958717346191,13.916238784790039
17.0,13.604619026184082,14.135696411132812
18.0,13.275583267211914,13.771960258483887
19.0,12.940730094909668,13.117188453674316
20.0,12.859281539916992,13.02152156829834
21.0,12.570221900939941,13.05834674835205
22.0,12.385407447814941,12.652682304382324
23.0,12.20543384552002,12.584453582763672
24.0,12.164969444274902,12.279065132141113
25.0,11.898355484008789,12.135940551757812
26.0,11.73006534576416,11.941771507263184
27.0,11.642932891845703,11.910322189331055
28.0,11.480193138122559,11.707941055297852
29.0,11.291787147521973,11.743751525878906
30.0,11.289739608764648,11.69028377532959
31.0,11.284557342529297,11.519706726074219
32.0,11.14853572845459,11.415021896362305
33.0,11.019436836242676,11.406855583190918
34.0,10.965348243713379,11.333181381225586
35.0,10.888649940490723,11.194209098815918
36.0,10.757930755615234,11.076154708862305
37.0,10.725123405456543,10.999116897583008
38.0,10.699272155761719,11.146113395690918
39.0,10.618962287902832,10.88737678527832
40.0,10.579276084899902,11.098530769348145
41.0,10.502079963684082,11.219406127929688
42.0,10.434304237365723,10.763663291931152
43.0,10.448409080505371,10.723255157470703
44.0,10.390570640563965,10.818121910095215
45.0,10.297987937927246,10.804841041564941
46.0,10.294515609741211,10.566161155700684
47.0,10.285354614257812,10.772223472595215
48.0,10.236666679382324,10.533798217773438
49.0,10.21216106414795,10.464539527893066
50.0,10.169100761413574,10.497718811035156
