Index,MAE,MSE,NMSE,RMSE,NRMSE,R,R²,Fator de 2,error interval (+/-),left limit,mean,right limit
1 depth,4.400358884678269,33.567999392724964,0.5787884879734404,5.79378972631256,0.760781498180286,0.648941436791941,0.42107945898344457,0.838047444820404,[10.86524666],[4.4751352],[15.34038162],[26.20562852]
Média,4.400358884678269,33.567999392724964,0.5787884879734404,5.79378972631256,0.760781498180286,0.648941436791941,0.42107945898344457,0.838047444820404,10.865246660572334,4.475135196843286,15.340381622314453,26.205628517987954
