Index,MAE,MSE,NMSE,RMSE,NRMSE,R,R²,Fator de 2
1 depth,2.03846032771962,6.495740199919008,0.7626150679089649,2.548674204349981,0.8732783450360859,0.6994983915676837,0.23341297861234256,0.9948186
2 depth,1.2233876908701578,2.332544752465545,0.27384620074928345,1.5272670861593085,0.5233031633281835,0.9307798560292249,0.7247275169551474,1.0
3 depth,1.152653428763028,1.987231554278124,0.23330562492871026,1.4096920068859453,0.4830172097645283,0.9312749352858449,0.7654792416081193,0.9948186
4 depth,1.0358887771490144,1.6099675207269672,0.1890139464268803,1.2688449553538712,0.43475734200457195,0.923997712592832,0.8100016059354798,1.0
5 depth,1.0068158849385556,1.60266649808403,0.18815678931971674,1.2659646511984566,0.4337704338929946,0.9365870921040889,0.8108632274025764,1.0
6 depth,1.269852318475479,2.4757020447273654,0.2906532011526052,1.5734363808960836,0.5391226216294446,0.9276793589105717,0.7078329800913916,1.0
7 depth,1.304102485399472,2.561396919815005,0.3007139795971041,1.600436477906888,0.5483739413913686,0.9266331156700619,0.697719801759161,1.0
8 depth,0.9799543577774735,1.4723024955422972,0.17285175100360806,1.213384726928066,0.4157544359397841,0.9396589342953411,0.8262479794599148,1.0
